# Output table from Spectronaut filtered for the comparison of Geriatric (26m) vs. Young (y) mouse crypts. Related to Figure 2 and S2.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
26m / y,P47968,Rpia,Ribose-5-phosphate isomerase,RPIA_MOUSE,15,-0.002498993,0.002498993,0.173367131,1.001733671,0.504791546
26m / y,P70444,Bid,BH3-interacting domain death agonist,BID_MOUSE,2,-0.006863695,0.006863695,0.476888602,1.004768886,0.504791546
26m / y,Q99LE6,Abcf2,ATP-binding cassette sub-family F member 2,ABCF2_MOUSE,25,-0.003113434,0.003113434,0.216039859,1.002160399,0.504791546
26m / y,Q9QZV9,Nxt1,NTF2-related export protein 1,NXT1_MOUSE,4,0.007963946,0.007963946,-0.550497854,0.994495021,0.505093095
26m / y,Q99N16,Cyp4f3,Leukotriene-B(4) omega-hydroxylase 2,CP4F3_MOUSE,3,0.007044269,0.007044269,-0.487081396,0.995129186,0.505149983
26m / y,Q9D945,Llph,Protein LLP homolog,LLPH_MOUSE,2,-0.023158507,0.023158507,1.618178371,1.016181784,0.505185779
26m / y,Q8BNU0,Armc6,Armadillo repeat-containing protein 6,ARMC6_MOUSE,2,-0.008303364,0.008303364,0.577204765,1.005772048,0.505470222
26m / y,Q8K2H2,Otud6b,OTU domain-containing protein 6B,OTU6B_MOUSE,3,-0.005187413,0.005187413,0.360211257,1.003602113,0.505473097
26m / y,Q99LM2,Cdk5rap3,CDK5 regulatory subunit-associated protein 3,CK5P3_MOUSE,19,0.002263141,0.002263141,-0.15674598,0.99843254,0.505695213
26m / y,Q91YT0,Ndufv1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUV1_MOUSE,29,-0.001408983,0.001408983,0.097710935,1.000977109,0.505973651
26m / y,Q91WE6,Cdkal1,Threonylcarbamoyladenosine tRNA methylthiotransferase,CDKAL_MOUSE,4,0.00646122,0.00646122,-0.446856278,0.995531437,0.506052434
26m / y,Q8CC35,Synpo,Synaptopodin,SYNPO_MOUSE,13,0.01093616,0.01093616,-0.755170969,0.99244829,0.50627315
26m / y,Q6VN19,Ranbp10,Ran-binding protein 10,RBP10_MOUSE,5,-0.010652058,0.010652058,0.741076868,1.007410769,0.506359308
26m / y,Q80ZK0,Mrps10,"28S ribosomal protein S10, mitochondrial",RT10_MOUSE,9,-0.002963358,0.002963358,0.205615428,1.002056154,0.5063639
26m / y,P32921,Wars,"Tryptophan--tRNA ligase, cytoplasmic",SYWC_MOUSE,30,-0.002097023,0.002097023,0.145460262,1.001454603,0.506385349
26m / y,Q9JLV1,Bag3,BAG family molecular chaperone regulator 3,BAG3_MOUSE,9,-0.006825845,0.006825845,0.474252539,1.004742525,0.506552949
26m / y,Q9CVD2,Atxn3,Ataxin-3,ATX3_MOUSE,5,0.003031902,0.003031902,-0.209934729,0.997900653,0.506568919
26m / y,Q8C0L8,Cog5,Conserved oligomeric Golgi complex subunit 5,COG5_MOUSE,6,0.003395085,0.003395085,-0.235052709,0.997649473,0.506665458
26m / y,Q8BTZ5,Ankrd46,Ankyrin repeat domain-containing protein 46,ANR46_MOUSE,2,0.017166663,0.017166663,-1.18285106,0.988171489,0.506857851
26m / y,P02772,Afp,Alpha-fetoprotein,FETA_MOUSE,2,0.020682856,0.020682856,-1.423398873,0.985766011,0.507052496
26m / y,Q9JJQ0,Pigb,GPI mannosyltransferase 3,PIGB_MOUSE,1,0.004835302,0.004835302,-0.334596602,0.996654034,0.507116046
26m / y,Q9JI99,Sgpp1,Sphingosine-1-phosphate phosphatase 1,SGPP1_MOUSE,2,-0.001493261,0.001493261,0.103558556,1.001035586,0.507122605
26m / y,P63030,Mpc1,Mitochondrial pyruvate carrier 1,MPC1_MOUSE,4,0.010285409,0.010285409,-0.710394918,0.992896051,0.507213997
26m / y,Q9Z1E4,Gys1,"Glycogen [starch] synthase, muscle",GYS1_MOUSE,1,0.00328429,0.00328429,-0.22739074,0.997726093,0.507213997
26m / y,Q812G0,Mgat4a,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGT4A_MOUSE,11,0.0024578,0.0024578,-0.170216703,0.998297833,0.507275848
26m / y,P68134,Acta1,"Actin, alpha skeletal muscle",ACTS_MOUSE,2,-0.039627597,0.039627597,2.78484736,1.027848474,0.507392924
26m / y,P0DJE0,Pet100,"Protein PET100 homolog, mitochondrial",PT100_MOUSE,1,0.004119259,0.004119259,-0.285118062,0.997148819,0.507517666
26m / y,Q8BTJ4,Enpp4,Bis(5'-adenosyl)-triphosphatase enpp4,ENPP4_MOUSE,1,-0.01803771,0.01803771,1.258127468,1.012581275,0.508273081
26m / y,P47963,Rpl13,60S ribosomal protein L13,RL13_MOUSE,19,0.001645655,0.001645655,-0.114003057,0.998859969,0.508436718
26m / y,A2ABV5,Med14,Mediator of RNA polymerase II transcription subunit 14,MED14_MOUSE,2,-0.012532545,0.012532545,0.8724739,1.008724739,0.508993492
26m / y,Q91YJ3,Thyn1,Thymocyte nuclear protein 1,THYN1_MOUSE,9,0.002254643,0.002254643,-0.156157859,0.998438421,0.508993492
26m / y,P58389,Ppp2r4,Serine/threonine-protein phosphatase 2A activator,PTPA_MOUSE,9,0.001409946,0.001409946,-0.097682262,0.999023177,0.509292997
26m / y,P16858,Gapdh,Glyceraldehyde-3-phosphate dehydrogenase,G3P_MOUSE,31,-0.00094267,0.00094267,0.065362272,1.000653623,0.509502364
26m / y,Q6ZWZ2,Ube2r2,Ubiquitin-conjugating enzyme E2 R2,UB2R2_MOUSE,3,-0.001683042,0.001683042,0.116727642,1.001167276,0.509502364
26m / y,E9PZJ8,Ascc3,Activating signal cointegrator 1 complex subunit 3,ASCC3_MOUSE,8,0.005861087,0.005861087,-0.405435459,0.995945645,0.509528427
26m / y,Q99L04,Dhrs1,Dehydrogenase/reductase SDR family member 1,DHRS1_MOUSE,25,0.001507206,0.001507206,-0.104417007,0.99895583,0.509551613
26m / y,Q9D902,Gtf2e2,General transcription factor IIE subunit 2,T2EB_MOUSE,4,-0.007416255,0.007416255,0.515379146,1.005153791,0.509551613
26m / y,P97328,Khk,Ketohexokinase,KHK_MOUSE,11,0.002354123,0.002354123,-0.163042293,0.998369577,0.50974124
26m / y,Q8K194,Snrnp27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,SNR27_MOUSE,4,-0.003394251,0.003394251,0.235548563,1.002355486,0.50974124
26m / y,Q924L1,Letmd1,LETM1 domain-containing protein 1,LTMD1_MOUSE,4,0.001991766,0.001991766,-0.137963412,0.998620366,0.50974124
26m / y,Q9Z2X2,Psmd10,26S proteasome non-ATPase regulatory subunit 10,PSD10_MOUSE,5,0.001432667,0.001432667,-0.099255652,0.999007443,0.509760726
26m / y,P61961,Ufm1,Ubiquitin-fold modifier 1,UFM1_MOUSE,5,0.002222425,0.002222425,-0.153928192,0.998460718,0.509873226
26m / y,P52825,Cpt2,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2_MOUSE,46,0.000644017,0.000644017,-0.044629903,0.999553701,0.509931603
26m / y,Q3UM45,Ppp1r7,Protein phosphatase 1 regulatory subunit 7,PP1R7_MOUSE,18,0.000725397,0.000725397,-0.050268068,0.999497319,0.509931603
26m / y,P26883,Fkbp1a,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKB1A_MOUSE,7,-0.001195049,0.001195049,0.082868796,1.000828688,0.510020789
26m / y,O35344,Kpna3,Importin subunit alpha-4,IMA4_MOUSE,10,-0.000861263,0.000861263,0.05971603,1.00059716,0.510035319
26m / y,Q8CI52,Gramd1c,GRAM domain-containing protein 1C,GRM1C_MOUSE,3,0.005508184,0.005508184,-0.381070264,0.996189297,0.510035319
26m / y,P46414,Cdkn1b,Cyclin-dependent kinase inhibitor 1B,CDN1B_MOUSE,1,0.001343481,0.001343481,-0.093079678,0.999069203,0.510151077
26m / y,Q99PM9,Uck2,Uridine-cytidine kinase 2,UCK2_MOUSE,3,0.001612561,0.001612561,-0.111711787,0.998882882,0.510151077
26m / y,Q9D0M0,Exosc7,Exosome complex exonuclease RRP42,EXOS7_MOUSE,13,0.001161038,0.001161038,-0.080444628,0.999195554,0.510239785
26m / y,Q8K3G5,Vrk3,Inactive serine/threonine-protein kinase VRK3,VRK3_MOUSE,13,0.000597402,0.000597402,-0.04140019,0.999585998,0.510248415
26m / y,Q9CPX7,Mrps16,"28S ribosomal protein S16, mitochondrial",RT16_MOUSE,6,-0.000895242,0.000895242,0.062072674,1.000620727,0.510530384
26m / y,Q8K301,Ddx52,Probable ATP-dependent RNA helicase DDX52,DDX52_MOUSE,7,-0.001311858,0.001311858,0.090972403,1.000909724,0.51063979
26m / y,Q6P4S8,Ints1,Integrator complex subunit 1,INT1_MOUSE,15,0.000509523,0.000509523,-0.035311233,0.999646888,0.510871926
26m / y,Q8BMI0,Fbxo38,F-box only protein 38,FBX38_MOUSE,2,0.001491311,0.001491311,-0.103316418,0.998966836,0.510871926
26m / y,Q9CY52,Thg1l,Probable tRNA(His) guanylyltransferase,THG1_MOUSE,2,0.000898108,0.000898108,-0.062232698,0.999377673,0.510871926
26m / y,Q8BIL5,Hook1,Protein Hook homolog 1,HOOK1_MOUSE,21,0.000376034,0.000376034,-0.026061276,0.999739387,0.511013155
26m / y,Q9CWG8,Ndufaf7,"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7",NDUF7_MOUSE,12,-0.000506841,0.000506841,0.035137696,1.000351377,0.511013155
26m / y,Q69ZN7,Myof,Myoferlin,MYOF_MOUSE,7,-0.000622832,0.000622832,0.043180711,1.000431807,0.511106264
26m / y,Q60749,Khdrbs1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDR1_MOUSE,11,0.000415939,0.000415939,-0.028826549,0.999711735,0.511161575
26m / y,P67871,Csnk2b,Casein kinase II subunit beta,CSK2B_MOUSE,8,0.000335329,0.000335329,-0.02324051,0.999767595,0.511164628
26m / y,Q9DCZ4,Apoo,MICOS complex subunit Mic26,MIC26_MOUSE,4,0.000584319,0.000584319,-0.040493706,0.999595063,0.511164628
26m / y,Q8CFV9,Rfk,Riboflavin kinase,RIFK_MOUSE,8,0.000291983,0.000291983,-0.020236699,0.999797633,0.511340778
26m / y,O88958,Gnpda1,Glucosamine-6-phosphate isomerase 1,GNPI1_MOUSE,7,-0.000107464,0.000107464,0.007449085,1.000074491,0.511917393
26m / y,Q8BZR9,Ncbp3,Nuclear cap-binding protein subunit 3,NCBP3_MOUSE,7,9.63075E-06,9.63E-06,-0.00066755,0.999993324,0.512086696
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
